student_id,parent_id
8f8f9a3d-d776-43ec-8566-7023684a7e2d,b7c8e861-901f-4078-baeb-f0c5231fb1d9
905e3a6b-ffb8-4a12-9f89-04940cdfe718,2122110f-c3f7-446f-ac26-4e9cb24bdb1e
905e3a6b-ffb8-4a12-9f89-04940cdfe718,53db94b4-3082-4fa6-9180-ee932b36996a
93c3dab2-62a8-4bb9-91d4-d70e34c78af5,df0b575d-49d2-435d-9879-246413b791e1
9b1f4a88-5fbd-435e-919f-9c7e3a29e665,5f92af83-e277-42e0-abc2-a292e9927d91
9b1f4a88-5fbd-435e-919f-9c7e3a29e665,bd141c4a-4ce8-4b42-89b9-a4925478526a
9c8bd0cb-a3e2-4404-97bb-9c82aad336d1,5cedc1f5-b804-49e3-b35e-4d06496fbea3
9c8bd0cb-a3e2-4404-97bb-9c82aad336d1,923fe4df-3186-4185-bdb9-e2959bb929bf
9e6de792-802f-4685-b42f-fe9a6b3d6d8f,d451e848-46a8-475e-a4eb-fa800e1c8af5
accb369b-6fe9-45dc-908c-9fd92735d6e7,ccc3411f-ed9e-4811-8b16-aec0f89d6547
b7591631-256d-4eb1-89ae-73ff4c0f6855,b9834f3e-8715-48d7-bee7-8ccd6984c8e8
b76be82f-8194-4b06-a59e-f6fe17b47e83,d4749931-b893-4927-a6fb-c00260d518d4
b982140b-67d6-473a-97eb-bf5f656af974,14119e51-f5cb-4c3a-86a5-35101efe28ee
bcefd7fa-9969-4e8e-a4db-094c5fffcbfb,44e74404-ce96-4397-bff1-8d5fc6036deb
bcefd7fa-9969-4e8e-a4db-094c5fffcbfb,642a94f0-6722-4a0c-823c-e98c559fda76
c2bc5084-c208-4252-ac78-681956910b9a,3f5ced6c-7b2e-4b51-9f94-8937b7b16ce0
c2bc5084-c208-4252-ac78-681956910b9a,5e0efde7-c9b7-4bf2-8dbc-37a955eda22d
c9f67c8a-b8e8-4944-96c0-fffe66853b55,a525d636-1512-48da-9a4a-4afd04879a92
cc65d754-efd2-4390-a180-5f525f7067e0,550394cd-4521-43ba-8f3a-b04e94b14200
cc65d754-efd2-4390-a180-5f525f7067e0,cb903117-3292-435e-9735-eeef442522fd
d2996d71-aa54-44f1-9da1-625f5568d368,d451e848-46a8-475e-a4eb-fa800e1c8af5
d962cf37-53d4-47f0-9315-d46a12ff59bd,77843114-d36d-4148-9a75-7b3bc4b786de
da16b51f-9261-4fec-b125-ad11592fe52f,81555b7c-640d-4640-bcad-9673a3197e2b
da16b51f-9261-4fec-b125-ad11592fe52f,88fa3ade-6b0e-4dad-bd4f-e06b487c0aab
e3da8622-fb63-4347-85f0-12118e14b347,5d3d2e91-f828-4861-89c4-4f2c436bafc4
e3da8622-fb63-4347-85f0-12118e14b347,bc41b285-9547-4c71-b2fe-e39457ae0fd3
e4e247eb-47b3-455e-b413-fedefd40f89d,e5ff9fb8-b0ee-4035-a7d0-0217d532a2b2
e5822c9b-bde9-431c-a8e8-d33891d78797,30656e2c-2c69-4cab-b5b2-6170dfbb6d29
eb4e70aa-ef93-4652-950a-6386214a8eb5,1db8c64e-4dfe-4692-a80e-213b74ce6930
eca3a7c4-ad96-496e-9ea6-e7f381aa5e52,a77ad412-d5b2-4cdd-b646-08f447711ea8
f1cc5563-8f73-43eb-8bf2-a56d00070e59,a2d29668-efdb-40ad-bc5e-d7e3a1fa1563
f3c54c88-8f31-491d-af89-cef69cc1627d,ccc3411f-ed9e-4811-8b16-aec0f89d6547
f5c62e7e-0d16-41c6-b38e-b3b2371ea7cb,ac4e319e-2045-471f-b4a8-3d2d96759147
f7586447-ddd4-4268-8fe3-f145d6f6886d,d4749931-b893-4927-a6fb-c00260d518d4
fe41f3cd-5915-4bd8-9f55-312a7fadeec1,9e48b31d-8dc2-4cc1-9d7d-5b7758cfe9d5
fe41f3cd-5915-4bd8-9f55-312a7fadeec1,d48ade70-1eef-4f27-ad9d-96b780b77bd9
ff1195fc-6a52-4df8-8adb-597f9aa856d6,64137d51-273b-4dbe-a830-182c6f80f68d
